1824	18	18
1823	18	18
1822	18	18
1821	18	18
1820	18	18
1819	18	18
1818	18	18
1817	18	18
1816	18	18
1815	18	18
1814	18	18
1813	18	18
1812	18	18
1811	18	18
1810	18	18
1809	18	18
1808	18	18
1807	18	18
1806	18	18
1805	18	18
1804	18	18
1803	18	18
1802	18	18
1801	18	18
1714	17	17
1713	17	17
1712	17	17
1711	17	17
1710	17	17
1709	17	17
1708	17	17
1707	17	17
1706	17	17
1705	17	17
1704	17	17
1703	17	17
1702	17	17
1701	17	17
1610	16	16
1609	16	16
1608	16	16
1607	16	16
1606	16	16
1605	16	16
1604	16	16
1603	16	16
1602	16	16
1601	16	16
1513	15	15
1512	15	15
1511	15	15
1510	15	15
1509	15	15
1508	15	15
1507	15	15
1506	15	15
1505	15	15
1504	15	15
1503	15	15
1502	15	15
1501	15	15
1421	14	14
1420	14	14
1419	14	14
1418	14	14
1417	14	14
1416	14	14
1415	14	14
1414	14	14
1413	14	14
1412	14	14
1411	14	14
1410	14	14
1409	14	14
1408	14	14
1407	14	14
1406	14	14
1405	14	14
1404	14	14
1403	14	14
1402	14	14
1401	14	14
1318	13	13
1317	13	13
1316	13	13
1315	13	13
1314	13	13
1313	13	13
1312	13	13
1311	13	13
1310	13	13
1309	13	13
1308	13	13
1307	13	13
1306	13	13
1305	13	13
1304	13	13
1303	13	13
1302	13	13
1301	13	13
1215	12	12
1214	12	12
1213	12	12
1212	12	12
1211	12	12
1210	12	12
1209	12	12
1208	12	12
1207	12	12
1206	12	12
1205	12	12
1204	12	12
1203	12	12
1202	12	12
1201	12	12
1116	11	11
1115	11	11
1114	11	11
1113	11	11
1112	11	11
1111	11	11
1110	11	11
1109	11	11
1108	11	11
1107	11	11
1106	11	11
1105	11	11
1104	11	11
1103	11	11
1102	11	11
1101	11	11
1016	10	10
1015	10	10
1014	10	10
1013	10	10
1012	10	10
1011	10	10
1010	10	10
1009	10	10
1008	10	10
1007	10	10
1006	10	10
1005	10	10
1004	10	10
1003	10	10
1002	10	10
1001	10	10
0914	09	09
0913	09	09
0912	09	09
0911	09	09
0910	09	09
0909	09	09
0908	09	09
0907	09	09
0906	09	09
0905	09	09
0904	09	09
0903	09	09
0902	09	09
0901	09	09
0816	08	08
0815	08	08
0814	08	08
0813	08	08
0812	08	08
0811	08	08
0810	08	08
0809	08	08
0808	08	08
0807	08	08
0806	08	08
0805	08	08
0804	08	08
0803	08	08
0802	08	08
0801	08	08
0714	07	07
0713	07	07
0712	07	07
0711	07	07
0710	07	07
0709	07	07
0708	07	07
0707	07	07
0706	07	07
0705	07	07
0704	07	07
0703	07	07
0702	07	07
0701	07	07
0617	06	06
0616	06	06
0615	06	06
0614	06	06
0613	06	06
0612	06	06
0611	06	06
0610	06	06
0609	06	06
0608	06	06
0607	06	06
0606	06	06
0605	06	06
0604	06	06
0603	06	06
0602	06	06
0601	06	06
0511	05	05
0510	05	05
0509	05	05
0508	05	05
0507	05	05
0506	05	05
0505	05	05
0504	05	05
0503	05	05
0502	05	05
0501	05	05
0412	04	04
0411	04	04
0410	04	04
0409	04	04
0408	04	04
0407	04	04
0406	04	04
0405	04	04
0404	04	04
0403	04	04
0402	04	04
0401	04	04
0314	03	03
0313	03	03
0312	03	03
0311	03	03
0310	03	03
0309	03	03
0308	03	03
0307	03	03
0306	03	03
0305	03	03
0304	03	03
0303	03	03
0302	03	03
0301	03	03
0214	02	02
0213	02	02
0212	02	02
0211	02	02
0210	02	02
0209	02	02
0208	02	02
0207	02	02
0206	02	02
0205	02	02
0204	02	02
0203	02	02
0202	02	02
0201	02	02
0119	01	01
0118	01	01
0117	01	01
0116	01	01
0115	01	01
0114	01	01
0113	01	01
0112	01	01
0111	01	01
0110	01	01
0109	01	01
0108	01	01
0107	01	01
0106	01	01
0105	01	01
0104	01	01
0103	01	01
0102	01	01
0101	01	01
